Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Shiptype,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
06/05/2021 00:00:01,,1,2.310664539980008e-05,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:01,,2,-0.008936939514152172,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:02,,1,4.621329079960016e-05,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:02,,2,-0.008890726223912349,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:03,,1,6.931993619940023e-05,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:03,,2,-0.008844512933659805,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:04,,1,9.242658161192254e-05,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:04,,2,-0.00879829964340726,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:05,,1,0.00011553322699900039,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:05,,2,-0.008752086353141992,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:06,,1,0.0001386398724115227,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:06,,2,-0.008705873062876726,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:07,,1,0.00016174651781132276,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:07,,2,-0.008659659772598737,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:08,,1,0.00018485316321112285,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:08,,2,-0.00861344648233347,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:09,,1,0.00020795980861092292,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:09,,2,-0.008567233192042759,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:10,,1,0.0002310664540234452,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:10,,2,-0.008521019901752048,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:11,,1,0.0002541730994232453,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:11,,2,-0.008474806611461336,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:12,,1,0.00027727974481032313,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:12,,2,-0.008428593321170625,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:13,,1,0.00030038639022284544,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:13,,2,-0.008382380030854468,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:14,,1,0.0003234930356099233,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:14,,2,-0.008336166740551034,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:15,,1,0.0003465996810097234,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:15,,2,-0.008289953450234878,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:16,,1,0.0003697063264222457,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:16,,2,-0.008243740159918723,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:17,,1,0.0003928129718220458,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:17,,2,-0.008197526869589845,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:18,,1,0.00041591961722184584,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:18,,2,-0.008151313579248245,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:19,,1,0.0004390262626216459,0.0,,,5.0,0.0,,,,,,,10,50,,,,,,,,,
06/05/2021 00:00:19,,2,-0.008105100288919366,-0.0008983152841195215,,,10.0,0.0,,,,,,,10,50,,,,,,,,,
